Sekolah_KabKota_Provinsi,Sekolah,lat,lng
SMAN 2 PURWOREJO,SMAN 2 PURWOREJO,-7.68917,109.96
SMAN 1 PURWOREJO,SMAN 1 PURWOREJO,-7.68917,109.96
SMKN 2 PURWOREJO,SMKN 2 PURWOREJO,-7.68917,109.96
SMKN 1 PURWOREJO,SMKN 1 PURWOREJO,-7.68917,109.96
SMAN 5 PURWOREJO,SMAN 5 PURWOREJO,-7.68917,109.96
SMAN 6 PURWOREJO,SMAN 6 PURWOREJO,-7.68917,109.96
MAN PURWOREJO,MAN PURWOREJO,-7.68917,109.96
SMA NEGERI NGORO,SMA NEGERI NGORO,-7.6908857,112.2648063
SMAN 1 WONOSARI,SMAN 1 WONOSARI,-7.69472,109.70056
SMAN 1 NGEMPLAK,SMAN 1 NGEMPLAK,-7.6975,110.44806
SMAN 1 GEGER,SMAN 1 GEGER,-7.7018,111.5286
SMAN 1 JOGONALAN,SMAN 1 JOGONALAN,-7.70361,110.53611
SMAN 3 KLATEN,SMAN 3 KLATEN,-7.70583,110.60639
SMAN 1 KLATEN,SMAN 1 KLATEN,-7.70583,110.60639
SMKN 1 KLATEN,SMKN 1 KLATEN,-7.70583,110.60639
SMKN 2 KLATEN,SMKN 2 KLATEN,-7.70583,110.60639
SMAN 2 KLATEN,SMAN 2 KLATEN,-7.70583,110.60639
SMAN 1 SITUBONDO,SMAN 1 SITUBONDO,-7.7084433,113.9939083
SMAN 1 NGAGLIK,SMAN 1 NGAGLIK,-7.70972,110.39083
SMAN 2 NGAGLIK,SMAN 2 NGAGLIK,-7.70972,110.39083
SMAN 1 SLEMAN,SMAN 1 SLEMAN,-7.71556,110.35556
SMAN 2 SLEMAN,SMAN 2 SLEMAN,-7.71556,110.35556
SMAS MUHAMMADIYAH BOARDING SCHOOL (MBS) SLEMAN,SMAS MUHAMMADIYAH BOARDING SCHOOL (MBS) SLEMAN,-7.71556,110.35556
MAN 3 SLEMAN,MAN 3 SLEMAN,-7.71556,110.35556
SMA KARANGTURI,SMA KARANGTURI,-7.71806,110.80833
SMAN 1 KUTOWINANGUN,SMAN 1 KUTOWINANGUN,-7.71944,109.73778
SMAN 1 SEYEGAN,SMAN 1 SEYEGAN,-7.72028,110.29917
SMAN 1 PREMBUN,SMAN 1 PREMBUN,-7.72139,109.80417
MAN 2 CILACAP,MAN 2 CILACAP,-7.72639,109.00944
SMA NEGERI 2 CILACAP,SMA NEGERI 2 CILACAP,-7.72639,109.00944
SMK NEGERI 1 CILACAP,SMK NEGERI 1 CILACAP,-7.72639,109.00944
SMA NEGERI 3 CILACAP,SMA NEGERI 3 CILACAP,-7.72639,109.00944
SMA NEGERI 1 CILACAP,SMA NEGERI 1 CILACAP,-7.72639,109.00944
SMAN 1 MLATI,SMAN 1 MLATI,-7.73333,110.36667
SMAN 1 TAWANGSARI,SMAN 1 TAWANGSARI,-7.73556,110.79556
SMA  IT AL HIKMAH,SMA  IT AL HIKMAH,-7.7394,112.5099
SMA AL MUSLIM ,SMA AL MUSLIM ,-7.7394,112.5099
SMA ISLAM SABILILLAH,SMA ISLAM SABILILLAH,-7.7394,112.5099
SMAS BRAWIJAYA SMART SCHOOL,SMAS BRAWIJAYA SMART SCHOOL,-7.7394,112.5099
SMAS KATOLIK SANTA AGNES,SMAS KATOLIK SANTA AGNES,-7.7394,112.5099
SMAS SANTA MARIA,SMAS SANTA MARIA,-7.7394,112.5099
SMA BINA INSAN MANDIRI,SMA BINA INSAN MANDIRI,-7.7394,112.5099
SMA NEGERI TARUNA NALA JAWA TIMUR,SMA NEGERI TARUNA NALA JAWA TIMUR,-7.7394,112.5099
SMA NEGERI 2 TARUNA BHAYANGKARA JAWA TIMUR,SMA NEGERI 2 TARUNA BHAYANGKARA JAWA TIMUR,-7.7394,112.5099
SMA PLUS AR RAHMAT,SMA PLUS AR RAHMAT,-7.7394,112.5099
SMAS KATOLIK ST CAROLUS,SMAS KATOLIK ST CAROLUS,-7.7394,112.5099
SMAS TUNAS LUHUR,SMAS TUNAS LUHUR,-7.7394,112.5099
SMAS LABORATORIUM UM,SMAS LABORATORIUM UM,-7.7394,112.5099
SMA THURSINA IIBS,SMA THURSINA IIBS,-7.7394,112.5099
SMAS KATOLIK ST ALBERTUS,SMAS KATOLIK ST ALBERTUS,-7.7394,112.5099
SMAS KATOLIK SANTA MARIA,SMAS KATOLIK SANTA MARIA,-7.7394,112.5099
SMAS PLUS AL FATIMAH,SMAS PLUS AL FATIMAH,-7.7394,112.5099
PKBM KAK SETO,PKBM KAK SETO,-7.7394,112.5099
SMKS TELKOM SANDHY PUTRA,SMKS TELKOM SANDHY PUTRA,-7.7394,112.5099
SMAS KATOLIK FRATERAN,SMAS KATOLIK FRATERAN,-7.7394,112.5099
SMAS LUQMAN AL HAKIM,SMAS LUQMAN AL HAKIM,-7.7394,112.5099
SMAS AR RISALAH,SMAS AR RISALAH,-7.7394,112.5099
MA ISLAM TERPADU DARUL FIKRI,MA ISLAM TERPADU DARUL FIKRI,-7.7394,112.5099
SMAS K KOLESE ST YUSUP,SMAS K KOLESE ST YUSUP,-7.7394,112.5099
SMAS IT DARUT TAQWA,SMAS IT DARUT TAQWA,-7.7394,112.5099
SMAS PANJURA,SMAS PANJURA,-7.7394,112.5099
SMAS KATOLIK COR YESU,SMAS KATOLIK COR YESU,-7.7394,112.5099
SMA TAZKIA IIBS,SMA TAZKIA IIBS,-7.7394,112.5099
SMA TRENSAINS TEBUIRENG,SMA TRENSAINS TEBUIRENG,-7.7394,112.5099
SMA DARUL ULUM 2 UNGGULAN BPPT,SMA DARUL ULUM 2 UNGGULAN BPPT,-7.7394,112.5099
SMAS ST PAULUS,SMAS ST PAULUS,-7.7394,112.5099
SMA NEGERI 1 TASIKMALAYA,SMA NEGERI 1 TASIKMALAYA,-7.747533,108.019236
SMA Negeri 2 Tasikmalaya,SMA Negeri 2 Tasikmalaya,-7.747533,108.019236
SMAN 1 PRAMBANAN,SMAN 1 PRAMBANAN,-7.75199,110.49152
SMAN 2 PROBOLINGGO,SMAN 2 PROBOLINGGO,-7.7543,113.2159
SMAN 4 PROBOLINGGO,SMAN 4 PROBOLINGGO,-7.7543,113.2159
SMAN 1 PROBOLINGGO,SMAN 1 PROBOLINGGO,-7.7543,113.2159
SMAN 2 PARE,SMAN 2 PARE,-7.7582521,112.1764941
SMAN 1 CAWAS,SMAN 1 CAWAS,-7.76222,110.70028
SMAS KOLESE DE BRITTO DEPOK,SMAS KOLESE DE BRITTO DEPOK,-7.7625,110.43167
SMKN 2 DEPOK,SMKN 2 DEPOK,-7.7625,110.43167
SMAN 1 DEPOK,SMAN 1 DEPOK,-7.7625,110.43167
SMKN 1 DEPOK,SMKN 1 DEPOK,-7.7625,110.43167
SMAN 1 PARE,SMAN 1 PARE,-7.7632793,112.1833678
SMKN 1 GODEAN,SMKN 1 GODEAN,-7.76972,110.29389
SMAN 1 GODEAN,SMAN 1 GODEAN,-7.76972,110.29389
SMKN 7 YOGYAKARTA,SMKN 7 YOGYAKARTA,-7.771591,110.3926416
SMAN 1 KALASAN,SMAN 1 KALASAN,-7.7725,110.46167
MAN 1 YOGYAKARTA,MAN 1 YOGYAKARTA,-7.7762442,110.3736824
MAN 2 YOGYAKARTA,MAN 2 YOGYAKARTA,-7.7762442,110.3736824
SMAN 8 YOGYAKARTA,SMAN 8 YOGYAKARTA,-7.7783189,110.3539586
SMAN 4 YOGYAKARTA,SMAN 4 YOGYAKARTA,-7.7783189,110.3539586
SMAN 10 YOGYAKARTA,SMAN 10 YOGYAKARTA,-7.7783189,110.3539586
SMAN 3 YOGYAKARTA,SMAN 3 YOGYAKARTA,-7.7783189,110.3539586
SMAN 11 YOGYAKARTA,SMAN 11 YOGYAKARTA,-7.7783189,110.3539586
SMAN 7 YOGYAKARTA,SMAN 7 YOGYAKARTA,-7.7783189,110.3539586
SMAN 9 YOGYAKARTA,SMAN 9 YOGYAKARTA,-7.7783189,110.3539586
SMAN 6 YOGYAKARTA,SMAN 6 YOGYAKARTA,-7.7783189,110.3539586
MAS MUALLIMAAT MUHAMMADIYAH,MAS MUALLIMAAT MUHAMMADIYAH,-7.78278,110.36083
SMK SMTI,SMK SMTI,-7.78278,110.36083
SMAN 1 YOGYAKARTA,SMAN 1 YOGYAKARTA,-7.78278,110.36083
SMA NEGERI 1 KALIBAWANG,SMA NEGERI 1 KALIBAWANG,-7.78278,110.36083
MAS MUALLIMIN MUHAMMADIYAH,MAS MUALLIMIN MUHAMMADIYAH,-7.78278,110.36083
PKBM HOME SCHOOLING PRIMAGAMA,PKBM HOME SCHOOLING PRIMAGAMA,-7.78278,110.36083
SMA ISLAM AL AZHAR 9 YOGYAKARTA,SMA ISLAM AL AZHAR 9 YOGYAKARTA,-7.78278,110.36083
SMA ISLAM TERPADU BAITUSSALAM,SMA ISLAM TERPADU BAITUSSALAM,-7.78278,110.36083
SMAS PANGUDI LUHUR,SMAS PANGUDI LUHUR,-7.78278,110.36083
SMAS BOPKRI 2,SMAS BOPKRI 2,-7.78278,110.36083
SMA NEGERI 2 BANGUNTAPAN,SMA NEGERI 2 BANGUNTAPAN,-7.78278,110.36083
SMAS STELLA DUCE 2,SMAS STELLA DUCE 2,-7.78278,110.36083
SMKS INDONESIA YOGYAKARTA,SMKS INDONESIA YOGYAKARTA,-7.78278,110.36083
SMAN 5 YOGYAKARTA,SMAN 5 YOGYAKARTA,-7.78278,110.36083
SMAS BOPKRI 1,SMAS BOPKRI 1,-7.78278,110.36083
SMA KESATUAN BANGSA,SMA KESATUAN BANGSA,-7.78278,110.36083
SMAS STELLA DUCE 1,SMAS STELLA DUCE 1,-7.78278,110.36083
SMA BUDI MULIA DUA,SMA BUDI MULIA DUA,-7.78278,110.36083
SMKN 2 YOGYAKARTA,SMKN 2 YOGYAKARTA,-7.78278,110.36083
SMAN 2 YOGYAKARTA,SMAN 2 YOGYAKARTA,-7.78278,110.36083
MAN 2 KULON PROGO,MAN 2 KULON PROGO,-7.78278,110.36083
MAS ISLAMIC CENTRE BIN BAZ,MAS ISLAMIC CENTRE BIN BAZ,-7.78278,110.36083
SMAN 2 PLAYEN,SMAN 2 PLAYEN,-7.78278,110.36083
SMAS TERPADU BINA UMAT,SMAS TERPADU BINA UMAT,-7.78278,110.36083
MAS ALI MAKSUM,MAS ALI MAKSUM,-7.78278,110.36083
SMAS IT ABU BAKAR,SMAS IT ABU BAKAR,-7.78278,110.36083
SMAIT ABU BAKAR BOARDING SCHOOL KULON PROGO,SMAIT ABU BAKAR BOARDING SCHOOL KULON PROGO,-7.78278,110.36083
SMAS MUHAMMADIYAH 1 YOGYAKARTA,SMAS MUHAMMADIYAH 1 YOGYAKARTA,-7.78278,110.36083
SMA ALI MAKSUM,SMA ALI MAKSUM,-7.78278,110.36083
SMAS BUDYA WACANA,SMAS BUDYA WACANA,-7.78278,110.36083
SMAS SANTA MARIA,SMAS SANTA MARIA,-7.78278,110.36083
SMAS AL ITISHOM GRABAG,SMAS AL ITISHOM GRABAG,-7.79944,109.90389
SMAN 1 GRABAG,SMAN 1 GRABAG,-7.79944,109.90389
SMA PANGUDI LUHUR SEDAYU,SMA PANGUDI LUHUR SEDAYU,-7.80806,110.25944
SMA NEGERI 1 SEDAYU,SMA NEGERI 1 SEDAYU,-7.80806,110.25944
SMKN 2 KEDIRI,SMKN 2 KEDIRI,-7.811466,112.0004659
SMAN 2 KEDIRI,SMAN 2 KEDIRI,-7.8118595,111.9984828
SMAN 1 KEDIRI,SMAN 1 KEDIRI,-7.8122836,112.0029653
SMAN 7 KEDIRI,SMAN 7 KEDIRI,-7.8131486,111.9999506
SMAN 1 WONOGIRI,SMAN 1 WONOGIRI,-7.81444,110.92056
SMKN 1 WONOGIRI,SMKN 1 WONOGIRI,-7.81444,110.92056
SMAN 2 WONOGIRI,SMAN 2 WONOGIRI,-7.81444,110.92056
SMA NEGERI 1 JETIS,SMA NEGERI 1 JETIS,-7.81639,110.38167
MAN 1 KOTA KEDIRI,MAN 1 KOTA KEDIRI,-7.81667,112.01667
SMAN 3 KEDIRI,SMAN 3 KEDIRI,-7.81667,112.01667
MAN 2 Kota Kediri,MAN 2 Kota Kediri,-7.8203913,112.0303622
SMA NEGERI 1 KASIHAN,SMA NEGERI 1 KASIHAN,-7.82694,110.32917
SMKN 1 TEMPEL,SMKN 1 TEMPEL,-7.8275,110.38472
SMA NEGERI 1 SENTOLO,SMA NEGERI 1 SENTOLO,-7.83417,110.21889
SMAN 1 LAWANG,SMAN 1 LAWANG,-7.8353,112.6947
SMA NEGERI 1 TAHUNAN,SMA NEGERI 1 TAHUNAN,-7.83806,111.16111
SMA NEGERI 1 PENGASIH,SMA NEGERI 1 PENGASIH,-7.84222,110.16861
SMK NEGERI 1 PENGASIH,SMK NEGERI 1 PENGASIH,-7.84222,110.16861
SMK N 2 PENGASIH,SMK N 2 PENGASIH,-7.84222,110.16861
SMA NEGERI 1 BANGUNTAPAN,SMA NEGERI 1 BANGUNTAPAN,-7.8474528,110.4016196
SMAN 1 PURWANTORO,SMAN 1 PURWANTORO,-7.8475,111.25972
SMA TARUNA DRA. ZULAEHA,SMA TARUNA DRA. ZULAEHA,-7.8510772,113.2296126
SMA NEGERI 1 WATES,SMA NEGERI 1 WATES,-7.85722,110.15694
SMA NEGERI 2 WATES,SMA NEGERI 2 WATES,-7.85722,110.15694
SMA NEGERI 1 PLERET,SMA NEGERI 1 PLERET,-7.86639,110.40778
SMAN 1 SEMIN,SMAN 1 SEMIN,-7.86694,110.73583
SMAN 1 PONOROGO,SMAN 1 PONOROGO,-7.8685,111.462
MAN 2 PONOROGO,MAN 2 PONOROGO,-7.8685,111.462
SMKN 1 PONOROGO,SMKN 1 PONOROGO,-7.8685,111.462
SMAN 2 BATU,SMAN 2 BATU,-7.87,112.52833
SMAS AL-IZZAH BATU,SMAS AL-IZZAH BATU,-7.87,112.52833
MAN KOTA BATU,MAN KOTA BATU,-7.87,112.52833
SMAN 1 BADEGAN,SMAN 1 BADEGAN,-7.87306,111.33528
SMAN 2 PONOROGO,SMAN 2 PONOROGO,-7.873133,111.4789989
SMAS KATOLIK STELLA MARIS,SMAS KATOLIK STELLA MARIS,-7.8753,112.5931
SMA NEGERI 1 SEWON,SMA NEGERI 1 SEWON,-7.87639,110.35889
SMAN 1 NGANTANG,SMAN 1 NGANTANG,-7.878463,112.3798888
SMAN 1 BATU,SMAN 1 BATU,-7.8789524,112.5274731
SMA NEGERI 1 TEMON,SMA NEGERI 1 TEMON,-7.88694,110.0775
SMA NEGERI 3 BANTUL,SMA NEGERI 3 BANTUL,-7.88806,110.32889
SMA NEGERI 2 BANTUL,SMA NEGERI 2 BANTUL,-7.88806,110.32889
SMA NEGERI 1 BANTUL,SMA NEGERI 1 BANTUL,-7.88806,110.32889
SMK NEGERI 1 BANTUL,SMK NEGERI 1 BANTUL,-7.88806,110.32889
SMAN 1 SINGOSARI,SMAN 1 SINGOSARI,-7.8924,112.6658
SMKN 1 SINGOSARI,SMKN 1 SINGOSARI,-7.8924,112.6658
SMAN 1 WURYANTORO,SMAN 1 WURYANTORO,-7.90611,110.86444
SMAN 2 BONDOWOSO,SMAN 2 BONDOWOSO,-7.92211,113.8196926
SMAS AR ROHMAH DAU,SMAS AR ROHMAH DAU,-7.926126452260807,112.57461902883524
SMAS AR-ROHMAH PUTRI BOARDING SCHOOL DAU,SMAS AR-ROHMAH PUTRI BOARDING SCHOOL DAU,-7.926126452260807,112.57461902883524
SMAN 1 KARANGMOJO,SMAN 1 KARANGMOJO,-7.92778,110.64028
MAN 1 MALANG,MAN 1 MALANG,-7.9328637,112.6043876
MAN 2 KOTA MALANG,MAN 2 KOTA MALANG,-7.9328637,112.6043876
MAN 1 KOTA MALANG,MAN 1 KOTA MALANG,-7.9328637,112.6043876
SMA NEGERI 1 LENDAH,SMA NEGERI 1 LENDAH,-7.93528,110.23111
SMAN 9 Malang,SMAN 9 Malang,-7.9360198,112.6251291
SMAN 1 KANDAT,SMAN 1 KANDAT,-7.9434,112.0475
SMAN 7,SMAN 7,-7.9452419,112.6285495
SMA NEGERI 1 BAMBANGLIPURO,SMA NEGERI 1 BAMBANGLIPURO,-7.95,110.28333
SMA NEGERI 1 PUNDONG,SMA NEGERI 1 PUNDONG,-7.95222,110.34861
SMKN 1 WONOSARI,SMKN 1 WONOSARI,-7.96556,110.60361
SMAN 2 WONOSARI,SMAN 2 WONOSARI,-7.96556,110.60361
SMAN 1 WONOSARI,SMAN 1 WONOSARI,-7.96556,110.60361
SMKN 2 WONOSARI,SMKN 2 WONOSARI,-7.96556,110.60361
SMA NEGERI 1 SANDEN,SMA NEGERI 1 SANDEN,-7.97028,110.26583
SMA NEGERI BARENG,SMA NEGERI BARENG,-7.977054,112.6266606
SMKN 1 MALANG,SMKN 1 MALANG,-7.982421,112.6867535
SMAN 1 BATURETNO,SMAN 1 BATURETNO,-7.98333,110.93333
SMKN 4 MALANG,SMKN 4 MALANG,-7.9899639,112.6269577
SMAN 1 TUMPANG,SMAN 1 TUMPANG,-8.0061,112.7639
SMK NEGERI 1 POGALAN,SMK NEGERI 1 POGALAN,-8.0542,111.738
SMAN 1 SRENGAT,SMAN 1 SRENGAT,-8.0653078,112.0919958
MAN 2 TULUNGAGUNG,MAN 2 TULUNGAGUNG,-8.0657,111.9025
SMAN 1 KEDUNGWARU,SMAN 1 KEDUNGWARU,-8.06667,111.91667
SMAN 1 SUTOJAYAN,SMAN 1 SUTOJAYAN,-8.0731,112.6108
SMA NEGERI 1 TRENGGALEK,SMA NEGERI 1 TRENGGALEK,-8.0764,111.70641
SMAN 1 GARUM,SMAN 1 GARUM,-8.0773,112.2222
SMAN 1 TALUN,SMAN 1 TALUN,-8.0824862,112.3046713
SMAN 1 BLITAR,SMAN 1 BLITAR,-8.0824862,112.3046713
SMAN 3 BLITAR,SMAN 3 BLITAR,-8.0921679,112.1480196
SMAS MUHAMMADIYAH 2,SMAS MUHAMMADIYAH 2,-8.0973522,112.1700467
SMKN 2 BLITAR,SMKN 2 BLITAR,-8.0983,112.1681
MAN 1 BLITAR,MAN 1 BLITAR,-8.0983,112.1681
SMAN 1 NGUNUT,SMAN 1 NGUNUT,-8.1058,112.01591
SMAN 1 SINGARAJA,SMAN 1 SINGARAJA,-8.112,115.08818
SMAN 1 BOYOLANGU,SMAN 1 BOYOLANGU,-8.1181,111.8935
SMAN 1 DURENAN,SMAN 1 DURENAN,-8.1203,111.7986
SMAN 2 LUMAJANG,SMAN 2 LUMAJANG,-8.1335,113.2248
SMAN 1 LUMAJANG,SMAN 1 LUMAJANG,-8.1335,113.2248
SMAN 1 GAMPING,SMAN 1 GAMPING,-8.13556,110.74806
SMAN 1 SUMBERPUCUNG,SMAN 1 SUMBERPUCUNG,-8.1498456,112.4964351
SMAN 2 JEMBER,SMAN 2 JEMBER,-8.1696829,113.7140039
SMAN 4 JEMBER,SMAN 4 JEMBER,-8.1696829,113.7140039
MAS MUHAMMADIYAH 1 JEMBER,MAS MUHAMMADIYAH 1 JEMBER,-8.17211,113.69953
SMAN 1 TUREN,SMAN 1 TUREN,-8.17295,112.6861
SMKN 1 TUREN,SMKN 1 TUREN,-8.17295,112.6861
SMAN 1 JEMBER,SMAN 1 JEMBER,-8.1784059,113.7072274
MAN 1 JEMBER,MAN 1 JEMBER,-8.1859952,113.6747381
SMAN 1 GIRI,SMAN 1 GIRI,-8.1899,114.3529
SMKN 1 BOYOLANGU,SMKN 1 BOYOLANGU,-8.2158964,114.3441501
SMAN 1 PAGAK,SMAN 1 PAGAK,-8.2258,112.5276
SMAN 1 PACITAN,SMAN 1 PACITAN,-8.2272209,111.309269
SMA NEGERI 5 TARUNA BRAWIJAYA JAWA TIMUR,SMA NEGERI 5 TARUNA BRAWIJAYA JAWA TIMUR,-8.2353,114.3561
SMAN AMBULU,SMAN AMBULU,-8.2759079,113.6534751
SMAN 1 KENCONG,SMAN 1 KENCONG,-8.28333,113.36667
SMAN 1 ROGOJAMPI,SMAN 1 ROGOJAMPI,-8.3065,114.2963
MAN 1 JEMBRANA,MAN 1 JEMBRANA,-8.3213,114.6942
SMAN 1 NEGARA,SMAN 1 NEGARA,-8.35694,114.61694
SMAN 1 GENTENG,SMAN 1 GENTENG,-8.36667,114.15
SMAN 1 TABANAN,SMAN 1 TABANAN,-8.4282595,115.1416273
SMAN 2 AMLAPURA,SMAN 2 AMLAPURA,-8.45,115.61667
SMAN 1 BANGLI,SMAN 1 BANGLI,-8.4542,115.3545
SMAN 1 SUMBAWA BESAR,SMAN 1 SUMBAWA BESAR,-8.4901878,117.4186279
SMAN 1 MERAUKE,SMAN 1 MERAUKE,-8.49584,140.3948
SMAN BALI MANDARA,SMAN BALI MANDARA,-8.5,115.0
SMAS KRISTEN HARAPAN,SMAS KRISTEN HARAPAN,-8.5,115.0
SMAN 1 KUTA SELATAN,SMAN 1 KUTA SELATAN,-8.5,115.0
SMAS TAMAN RAMA,SMAS TAMAN RAMA,-8.5,115.0
SMAN 1 KUTA UTARA,SMAN 1 KUTA UTARA,-8.5,115.0
SMAS ALBANNA,SMAS ALBANNA,-8.5,115.0
PKBM HOMESCHOOLING PRIMAGAMA,PKBM HOMESCHOOLING PRIMAGAMA,-8.5,115.0
SMAN 1 UBUD,SMAN 1 UBUD,-8.5098,115.2654
MAN INSAN CENDEKIA LOMBOK TIMUR,MAN INSAN CENDEKIA LOMBOK TIMUR,-8.532,116.5385
SMAN 1 SEMARAPURA,SMAN 1 SEMARAPURA,-8.5346,115.4022
SMAN 1 GIANYAR,SMAN 1 GIANYAR,-8.5435,115.3272
SMAN 1 BLAHBATUH,SMAN 1 BLAHBATUH,-8.5678,115.2973
SMAN 5 MATARAM,SMAN 5 MATARAM,-8.5796712,116.1027246
SMA NEGERI 1 MATARAM,SMA NEGERI 1 MATARAM,-8.5832363,116.0980585
SMAN 1 SUKAWATI,SMAN 1 SUKAWATI,-8.5977,115.2857
SMAS SARASWATI,SMAS SARASWATI,-8.635,115.2345
SMKN 2 DENPASAR,SMKN 2 DENPASAR,-8.65,115.21667
SMAS K SANTO YOSEPH DENPASAR,SMAS K SANTO YOSEPH DENPASAR,-8.65,115.21667
SMAN 3 DENPASAR,SMAN 3 DENPASAR,-8.65,115.21667
SMAN 4 DENPASAR,SMAN 4 DENPASAR,-8.65,115.21667
SMAN 8 DENPASAR,SMAN 8 DENPASAR,-8.65,115.21667
SMAN 5 DENPASAR,SMAN 5 DENPASAR,-8.65,115.21667
SMAN 7 DENPASAR,SMAN 7 DENPASAR,-8.6511375,115.2245294
SMAN 1 DENPASAR,SMAN 1 DENPASAR,-8.6511375,115.2245294
SMAN 1 SELONG,SMAN 1 SELONG,-8.6546389,116.5442367
SMAN 2 DENPASAR,SMAN 2 DENPASAR,-8.6769221,115.2177242
SMAN 1 KUTA,SMAN 1 KUTA,-8.6840295,115.1721523
SMAN 1 PRAYA,SMAN 1 PRAYA,-8.7028457,116.2727934
SMAS KRISTEN 2 KUPANG,SMAS KRISTEN 2 KUPANG,-10.1718,123.6075
SMAS KOLESE LOYOLA,,-6.9816316595366725, 110.42598558068215
SPM  ULYA KULLIYATUL MU`ALLIMIN AL-ISLAMIYAH (KMI) PP MODERN GONTOR PONOROGO,,-7.928297606955516, 111.49900438802212
SMKN 1 BOJONG GEDE,,-6.490298593330554, 106.77207034024623
